FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,MANAGE_MBY_NM,WORKDAY_OPER_AT,WKEND_OPER_AT,SPR_OPER_AT,SUMR_OPER_AT,FALL_OPER_AT,WNT_OPER_AT,ELECT_PROVD_AT,HWATER_PROVD_AT,WIFI_HOLD_AT,FWOOD_SLE_AT,WLK_ROAD_AT,WATERPARK_HOLD_AT,PLY_FCLTY_HOLD_AT,MART_HOLD_AT,TOILET_CO,SHWERRM_CO,SINK_CO,FETGS_CO,CFR_FSHNG_FCLTY_AT,CFR_WLK_ROAD_FCLTY_AT,CFR_BEACH_FCLTY_AT,CFR_PRIZE_LSR_FCLTY_AT,CFR_VALL_FCLTY_AT,CFR_RIVER_FCLTY_AT,CFR_POOL_FCLTY_AT,CFR_YNGBGS_EXPRN_FCLTY_AT,CFR_FAFV_EXPRN_FCLTY_AT,CFR_CHILD_PLY_FCLTY_AT,GLAMPING_BED_HOLD_AT,GLAMPING_TV_HOLD_AT,GLAMPING_FRIDGE_HOLD_AT,GLAMPING_WIFI_HOLD_AT,GLAMPING_IN_TOILET_HOLD_AT,GLAMPING_AC_HOLD_AT,GLAMPING_HEATER_HOLD_AT,GLAMPING_CKNG_TOOL_HOLD_AT,ETC_FCLTY_DC,FCLTY_INTRCN_CN,LAST_UPDT_DE
오시유,여가활동,캠핑,카라반,충청남도,천안시 동남구,광덕면,광덕리,720-12 번지,해수길,178-38 번,36.67543033,127.0291133,31220,충청남도 천안시 동남구 광덕면 해수길 178-38,충청남도 천안시 동남구 광덕면 광덕리 720-12,0415225106,https://www.instagram.com/osyu_official/,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,11,11,1,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"주차, 포장, 예약, 남/녀 화장실 구분","오시유는 충남 천안시 동남구에 자리했다. 천안군청을 기점으로 27Km가량 떨어졌다. 자동차를 타고 온천대로, 세종평택로, 광풍로를 차례로 거치면 닿는다. 도착까지 걸리는 시간은 50분 안팎이다. 광덕산을 향하는 가파른 비탈길을 올라가면 눈앞에 펼쳐진다. 식당이 자리한 공간에 주차를 하고 아래로 내려가면 아담한 카라반이 있다. 캠핑장에는 카라반 11대를 마련했다. 카라반 내부에는 침대, 침구류, 소파, TV, 냉장고, 에어컨, 식기류, 취사도구, 개수대, 화장실, 샤워실이 있다. 외부 전용 데크에는 그늘막 아래 테이블과 의자를 설치했다. 관리소에서 일반 및 음식물 종량제 봉투를 구매 후 종류별로 분리수거를 해야 한다.",20221102
오아시스정글,여가활동,캠핑,일반야영장,강원도,인제군,인제읍,귀둔리,1060 번지,필례약수길,84-10 번,38.07620151,128.3691064,24643,강원도 인제군 인제읍 필례약수길 84-10,강원도 인제군 인제읍 귀둔리 1060,0334630901,http://www.oasisjungle.com,민간,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"스파, 오토캠핑, 카라반, 데크, 파쇄석, 와이파이, 공용시설, 체험활동, 계곡, 해수욕장, 바닷가",오아시스정글은 강원도 인제의 설악산 자락에 위치한 천혜의 자연환경을 갖추고 있는 캠핑장으로 울창한 밀림 속에 오아시스와 같은 천연 온천인 게르마늄 필례온천을 부대시설로 함께 운영하고 있어 스파 캠핑장 테마로 야심차게 오픈하였습니다,20221102
오지봉커뮤니센터 야영장,여가활동,캠핑,자동차야영장,전라남도,곡성군,오산면,봉동리,945-149 번지,오산로,663-17 번,35.24127524,127.1159315,57518,전라남도 곡성군 오산면 오산로 663-17,전라남도 곡성군 오산면 봉동리 945-149,0613621303,,지자체,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,1,1,0,0,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,반려동물 동반 소형견만 가능,"오지봉커뮤니티센터 야영장은 호남고속도로 옥과 나들목에서 가깝다. 나들목에서 나와 화순쪽으로 가다보면 옥과천 청단교를 건너면서 바로 오른쪽 제방둑을 따라 들어가면 마을에서 운영하는 오지봉 커뮤니티 센터 건물이 나온다. 센터 건물은 펜션과 화장실,샤워실등이 들어있고 건물 뒤쪽 수영장 너머에 야영장이 가꿔져 있다. 마을 영농조합에서 운영하는 야영장으로 가격도 저렴하고 소형견도 동반이 가능해 광주지역의 캠퍼들이 많이 찾는곳. 캠핑장 바로 옆에는 곡성천이 흘러 강에서 낚시와 물놀이도 가능하다.",20221102
오커빌리지,여가활동,캠핑,"자동차야영장,카라반,글램핑",경기도,양평군,,연수리,,,,37.52655658,127.5559533,12509,경기도 양평군 용문면 장수길 22 양평오커빌리지,경기도 양평군 용문면 연수리 530,0317755071,http://www.ocher.kr,지자체,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,2,1,1,40,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,"독채, 복층, 가족실, 데크, 2인실, 온돌방, 카라반, 수영장, 바비큐장, 파티, 자연학습, 체험활동, 잔디, 단체, 침대방, 세미나실, 와이파이, 공용시설, 개별바비큐, 족구장, 계곡, 오토캠핑, 글램핑, 한옥",양평에서만 느끼실 수 있는 숨을 쉬는 황토로 빚 어낸 오커하우스를 만나보세요!,20221102
오크밸리카라반캠핑장,여가활동,캠핑,"일반야영장,카라반",강원도,원주시,지정면,판대리,577-7 번지,오크밸리2길,38 번,37.40881192,127.8062941,26357,강원도 원주시 지정면 오크밸리2길 38,강원도 원주시 지정면 판대리 577-7,07048584653,http://www.rptkorea.co.kr,민간,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,1,1,0,0,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,반려동물 동반 불가능,"오크밸리 카라반은 강원도 원주시 지정면에 자리 잡고 있다. 광주원주고속도로 동양평IC에서 양동, 단석리 방면으로 20분가량 달리면 닿는다. 이곳은 오크밸리 내에 위치한 덕분에 스키장을 비롯해 골프장, 콘도, 수영장, 노래방 등 부대시설이 다채롭다. 캐러밴은 19대가 있는데, 4인용 9대, 6인용 10대다. 외형과 크기의 차이만 있을 뿐 내부 구비 품목은 동일하다. 캐러밴 안에는 침대, 냉난방기, 개수대, 냉장고, TV, 취사도구, 식기류, 화장실, 샤워실을 마련했다. 외부 전용 데크에는 삼면이 막힌 어닝 아래 테이블, 의자를 구비했다. 20,000원을 내면 바비큐 전용 화로대, 숯, 집게, 가위, 석쇠를 내준다. 매점은 오크밸리 내에 있는 곳을 이용하면 된다.",20221102
오크힐글램핑,여가활동,캠핑,글램핑,인천광역시,강화군,,흥왕리,,,,37.60518135,126.4203279,23062,인천광역시 강화군 화도면 해안남로1998번길 8-28,인천광역시 강화군 화도면 흥왕리 914-9,050714214252,http://cafe.naver.com/oakincline,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,13,13,13,0,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,Y,Y,N,반려동물 동반 불가능,"오크힐 글램핑은 인천광역시 강화군 화도면에 자리했다. 강화대교나 강화초지대교를 넘어 해안남로를 타고 동막해수욕장 방면으로 달리면 닿는다. 도착하기 약 300미터 전에 좁은 도로와 비포장도로가 번갈아 나오므로 주의해야 한다. 숲 한가운데 위치한 이곳은 세 가지 형태의 객실 13개를 마련했다. 내부에는 침대, 냉장고, TV, 전자레인지, 인덕션, 커피포트, 테이블, 의자, 조리도구, 식기세트, 각종 양념, 냉난방기, 헤어드라이어, 세면도구 등이 있다. 게다가 객실 내부에 화장실, 샤워실, 개수대를 설치해 편리하다. 바비큐 그릴을 대여하면 숯 포함 20,000원이다. BBQ 2인 세트는 40,000원인데, 예약하면 와인 숙성 목살 500g, 소시지 300g, 왕새우 4마리, 각종 쌈과 채소, 쌈장, 어묵탕, 김치, 라면 2개, 햇반 1개를 제공한다. 관리소를 겸한 매점에서는 비상약, 장작, 식료품, 음료 등을 판다. 사계절 썰매장을 비롯해 물놀이를 즐길 수 있는 수영장, 어린이들이 좋아하는 트램펄린 등 기타 편의시설도 알차다.",20221102
오투글램핑,여가활동,캠핑,글램핑,대구광역시,달성군,,김흥리,,,,35.74134913,128.4993594,42977,대구광역시 달성군 옥포읍 옥포로111길 95-17 오투글램핑,대구광역시 달성군 옥포읍 김흥리,0536161844,http://www.o2glamping.co.kr/,민간,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,2,2,2,15,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,"수영장, 개별바비큐, 카라반, 글램핑","오투글램핑은 대구광역시 달성군 옥포면에 자리했다. 달성군청을 기점으로 용연사 쪽으로 방향을 잡고 약 20분가량 달리면 도착한다. 이 캠핑장은 가볍게 산행하며 아름다운 경치를 즐기기 좋은 비슬산 아래 위치했다. 이 덕택에 연계관광이 용이하다는 장점을 지녔다. 이곳은 글램핑 10개 동을 갖췄으며, 모든 객실의 크기와 내부 구비 품목이 같다. 객실 내부에는 침대, 냉난방기, 냉장고, 밥솥, 조리기구 등을 배치했다. 외부 전용 데크에는 바비큐 시설을 마련했고, 단체 이용객을 위한 단체 바비큐장도 따로 있다. 글램핑과 달리 내부에 샤워시설과 화장실을 갖춘 방갈로, 한여름 무더위를 날려줄 수영장, 정원 가운데에서 물줄기를 뿜는 분수 등 부대시설도 알차다.  캠핑장 지척에 비슬산, 화원자연휴양림 등 관광지가 수두룩하다. 비슬산자연휴양림 입구에 유황오리를 전문으로 요리하는 식당 등 음식점도 많다.",20221102
오투스토리,여가활동,캠핑,"일반야영장,글램핑",전라남도,장성군,황룡면,아곡리,46-1 번지,홍길동로,271 번,35.31211377,126.743234,57223,전라남도 장성군 황룡면 홍길동로 271,전라남도 장성군 황룡면 아곡리 46-1,0618132222,http://www.o2story.co.kr/,지자체,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,1,1,0,10,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,반려동물 동반 불가능,"오투스토리는 광주에서도 30~40분 정도의 가까운 거리를 자랑하는 장성군 황룡면 아곡리에 위치하고 있다. 넓은 주차장에 펜션과 글램핑 장소가 구분되어있다. 펜션은 편백나무와 황토로 되어있고 글램핑 장소는 공간이 넓어 여유 있게 텐트를 칠 수 있다. 이곳은 보증금 만원을 내면 냄비 등 필요한 식기들을 통에 담아 주는데 설거지 후 반납하면 보증금을 되돌려준다. 또한 캠핑장 내 매점이 있어 필요한 웬만한 물품들은 매점에서 구입가능하다.    오투스토리는 폐교를 이용해 만들어진 캠핑장이다. 복도를 깔끔하게 정비하고 책상과 칠판이 있었던 교실을 펜션의 침구류와 가전제품으로 채웠다. 건물 안에는 펜션 외에도 어린이놀이방, 세미나실 및 책이 있는 북카페가 있어 자녀를 동반한 가족단위 고객이 많이 찾는다. 운동장으로 사용되었던 야외공간은 넓은 잔디밭으로 탈바꿈했다. 뛰어 놀기도 좋고 축구 등의 스포츠를 즐길 수 있다. 한편, 이곳은 공기 좋은 축령산 치유의 숲과 가까워 함께 힐링하기에 좋다.",20221102
오투캐빈,여가활동,캠핑,자동차야영장,강원도,홍천군,내면,광원리,748-5 번지,을수길,6-0 번,37.82451712,128.4519232,25170,강원도 홍천군 내면 을수길 6,강원도 홍천군 내면 광원리 748-5,,네이버카페/오투캐빈,민간,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,10,2,3,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"개인 트레일러 입장가능, 반려동물 동반 소형견만 가능",알수없음,20221102
오페라캠핑장,여가활동,캠핑,"자동차야영장,글램핑",강원도,홍천군,내촌면,화상대리,375-4 번지,아홉사리로,104-15 번,37.80222785,128.0041233,25163,강원도 홍천군 내촌면 아홉사리로 104-15,강원도 홍천군 내촌면 화상대리 산 375-4,050713439019,,민간,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,1,1,0,0,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,"계곡, 독채, 신축, 개별바비큐, 복층, 침대방, 글램핑, 2인실, 데크, 파쇄석, 바비큐장, 와이파이, 픽업, 가족실, 오토캠핑, 온돌방","오페라 캠핑장은 홍천 청벽산 아래 물골안 유원지 내에 위치한 럭셔리 글램핑과 오토캠핑장이 함께 있는 야영장이다. 4,500평 규모에 캠핑장 아래로 내촌천이 흐르고 건너편으로 청벽산이 올려다 보이는 멋진 경관을 자랑한다. 특히 캠핑장 바로 아래의 내촌천에는 동강의 뼝대에 버금가는 절벽이 서 있고 그 아래로 맑은 물이 흘러 멋진 경관아래서 물놀이를 즐길 수 있다.  글램핑은 럭셔리한 오페라 모양 8동 과 감성 모양 2동 으로 내부는 개별 욕실겸 화장실을 비롯, 친환경 온수바닥, 에어컨, 히터 ,와이파이, TV등을 완비하고 있다.  오토캠핑장은 글램핑보다 한 계단 아래 강변에 붙어 있는데, 개별 데크와 바비큐그릴이 갖춰져 있다.",20221102
오하브,여가활동,캠핑,"자동차야영장,글램핑",경기도,가평군,북면,제령리,533-1 번지,꽃넘이길,43 번,37.89612163,127.5269002,12405,경기도 가평군 북면 꽃넘이길 43,경기도 가평군 북면 제령리 533-1,0315820002,www.ohave.kr,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,10,8,6,3,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,"글램핑, 복층, 반려동물, 바비큐장, 계곡, 2인실, 가족실, 침대방, 잔디, 와이파이, 독채, 개별바비큐, 온돌방, 공용시설, 족구장, 수영장, 조식제공, 픽업, 데크","(,)쉼표와 힐링이 있는 복합문화공간, 오하브입니다.  오하브(OHAVE)는 히브리어로 &apos;사랑하는 연인&apos; 이라는 뜻으로, 팬션과 글램핑, 레스토랑, 카페까지 쾌적한 시설을 보유하고 있습니다.  또한, 서울에서 1시간거리에 위치한 접근성으로 스몰웨딩, 야유회 워크샵 등 야외 단체행사에도   적합한 문화공간으로 자리매김하고 있습니다.  오하브는 다채로운 볼거리와 만족스러운 서비스를 제공하기 위해 365일 노력하고 있습니다.  부디 오하브에서 즐거운 시간 행복한 추억을 만들어 가시길 바랍니다.",20221102
오호(OHO!) 캠핑장,여가활동,캠핑,일반야영장,강원도,고성군,간성읍,하리,12 번지,고성중앙길,9 번,38.38129688,128.4680444,24735,강원도 고성군 간성읍 고성중앙길 9,강원도 고성군 간성읍 하리 12,0336803357,https://oho.zapza.me/,민간,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,반려동물 동반 불가능,알수없음,20221102
옥계오토캠핑장,여가활동,캠핑,일반야영장,경상남도,거제시,하청면,연구리,416 번지,칠천로,265-17 번,34.97821116,128.6309059,53203,경상남도 거제시 하청면 칠천로 265-17,경상남도 거제시 하청면 연구리 416,,,지자체,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,1,1,1,20,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,"개인 트레일러 입장가능, 반려동물 동반 불가능","옥계오토캠핑장은 칠천량 해전공원 입구에 있으며, 캠핑장 옆으로 옥계해수욕장이 있는 캠핑장이다. 30여 개의 사이트를 가지고 있으며 자리는 선착순으로 원하는 곳으로 지정해서 캠핑을 하고 있다. 캠핑장 바로 옆에 있는 옥계해수욕장은 겉은 모래이나 파다 보면 속에 뻘이 나온다. 뻘 속에는 조개, 바지락 등이 있어 아이들의 훌륭한 자연학습 체험장으로 활용되고 있다.    캠핑장 옆에는 어마어마한 크기를 자랑하는 선진호라는 큰 선박이 자리하고 있어 아이들의 호기심을 유발시키기에 충분하다. 선진호를 지나면 데크로 되어 있는 해안탐방로가 있다. 탐방로 시작점에는 수상레저를 하는 곳이 있어 수상레저체험도 할 수 있다. 나무 냄새와 바다냄새를 맡으며 탐방로를 걷노라면 자연스럽게 힐링이 된다.",20221102
옥샘캠핑장,여가활동,캠핑,일반야영장,경상남도,밀양시,,남명리,,,,35.57729184,128.9649373,50415,경상남도 밀양시 산내면 얼음골옛길 197-4,경상남도 밀양시 산내면 남명리 58-1,050714153760,http://oksamcamp.co.kr/,민간,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,1,1,1,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,"주차, 예약, 무선 인터넷, 유아시설 (놀이방)","옥샘캠핑장은 아이와 함께 가볍게 당일치기로 캠핑하기에 알맞은 곳이며, 1년 365일 24시간 개장을 한다. 옥샘캠핑장 사이트는 계단식으로 나누어져 있으며, 1층엔 데크 사이트로 당일로 간단한 캠핑을 즐길 수 있는 공간이며, 2층, 3층엔 텐트를 쳐서 1박 또는 2박을 하면 좋은 곳이다.     우거진 나무숲으로 둘러 싸여 있으며, 자연그늘이 더해져 시원하게 캠핑을 즐길 수 있다. 수영장은 안전을 위하여 어린이용과 어른용 두 군데로 나누어져 있다. 아이들의 놀이공간인 트램펄린이 있어 마음껏 소리치며 하늘로 뛰어 오른다.     당일로 오는 손님들도 사이트에서 전기를 사용할 수 있으며, 보통의 캠핑장은 2시부터 입장이지만 사이트를 빌리는 손님들은 아침 10시부터 오후5시까지 이용이 가능하다. 캠핑장에 텃밭이 있어 고추, 상추 등을 무료로 먹을 수 있다. 공간이 넓다보니 아이들이 뛰어놀거나 빔 프로젝트로 영화를 보기에도 좋다.",20221102
옥성 자연휴양림,여가활동,캠핑,일반야영장,경상북도,구미시,옥성면,주아리,144-1 번지,휴양림길,150 번,36.27907232,128.2844273,39102,경상북도 구미시 옥성면 휴양림길 150,경상북도 구미시 옥성면 주아리 산 144-1,0544814052,http://www.gumihy.com/,자연휴양림,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,4,2,2,32,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,숙박시설,"옥성 자연휴양림은 경북 구미시 옥성면에 자리 잡고 있다. 구미시청을 기점으로 30㎞가량 떨어졌다. 자동차에 몸을 싣고 선산대로, 낙동대로, 선상동로를 차례로 달리면 닿는다. 도착까지 걸리는 시간은 45분 안팎이다. 이곳은 구미의 대표 관광지 가운데 하나인 옥성자연휴양림 내에 위치했다. 이 덕분에 청량감 가득한 캠핑을 만끽할 수 있다. 캠핑장에는 일반 야영장 64면을 마련했다. 바닥은 모두 데크로 이뤄졌으며, 사이트 크기는 가로 3.2m 세로 3.2m다. 전기와 화로 사용이 불가능하며, 취사는 데크나 취사장 주변에서만 허용한다. 캠핑장 입장은 사용일 오후 1시이고, 퇴장은 다음날 오후 1시다. 평일과 주말 모두 운영하지만, 산불 조심 기간인 매년 11월부터 이듬해 5월까지 휴장에 돌입한다.  캠핑장 인근에 금오민속박물관, 일선리고택 문화재마을 등의 관광지가 있다. 관광지 주변에 여러 음식점이 있어 식도락의 즐거움도 만끽할 수 있다.",20221130
옥수골계곡펜션야영장,여가활동,캠핑,일반야영장,전라북도,무주군,적상면,포내리,291 번지,옥소동길,52 번,35.96692043,127.7162864,55529,전라북도 무주군 적상면 옥소동길 52,전라북도 무주군 적상면 포내리 291,0633248833,,민간,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,정보없음,"옥수골계곡펜션야영장은 전북 무주군 적상면에 자리했다. 무주군청을 기점으로 자동차에 몸을 싣고 당산강변로, 괴목로, 옥소동길을 차례로 거치면 닿는다. 도착까지 걸리는 시간은 30분가량이다. 캠핑장에 발을 들이면 곳곳에 우거진 수목이 맑은 그늘을 드리운다. 게다가 캠핑장 한가운데를 관통하는 계곡 덕분에 한여름 무더위도 두렵지 않다. 특히 비가 내린 후에는 수량이 많아 장쾌함까지 맛볼 수 있다. 캠핑장에는 6대의 카라반을 마련했다. 객실 내부는 일상생활을 해도 불편함이 없을 물품과 시설을 구비했다. 매년 11월경부터 이듬해 4월까지 휴장에 돌입하지만, 펜션 4개 동은 쉬지 않고 영업한다. 캠핑장 인근에 무주호, 마루와인동굴 등 관광지가 많아 연계 여행이 순조롭다. 가까운 거리에 여러 음식점이 성업 중인 덕택에 맘에 드는 음식도 맛볼 수 있다.",20221130
